"StationID","SampleDate","ArrivalTime","ArrivalTimeUnits","SamplingOrganization","SampleType","Vessel","NavType","Salinity","WeatherCode","WindSpeed","WindSpeedUnits","WindDirection","SwellHeight","SwellHeightUnits","SwellPeriod","SwellDirection","SeaState","StationFailCode","Abandoned","Comments"
"4241",7/29/2003 0:00:00,"0855","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",2,"KTS","SE",1,"FT",10,"SW","Calm","None",0,
"4241",8/27/2003 0:00:00,"1053","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Overcast",5,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4242",7/16/2003 0:00:00,"1226","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",17,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4242",8/6/2003 0:00:00,"1338","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Partly Cloudy",12,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4243",7/22/2003 0:00:00,"1557","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",2,"KTS","SW",3,"FT",4,"NW","Calm","None",0,"in water 1:58; to bottom 2 min; at surface 16:02; total 3 min"
"4243",8/14/2003 0:00:00,"0935","PDT","CINMS","Trawl","Shearwater","DGPS",,"Clear",0,"KTS","XX",1,"FT",9,"W","Calm","None",0,
"4244",7/22/2003 0:00:00,"1207","PDT","CSD","Grab","Metro","DGPS",,"Fog",6,"KTS","W",3,"FT",12,"NW","Calm","None",0,
"4244",7/30/2003 0:00:00,"1054","PDT","CSD","Trawl","Monitor III","DGPS",,"Partly Cloudy",5,"KTS","SE",2,"FT",11,"SW","Calm","None",0,"Lotek 15 min"
"4245",9/16/2003 0:00:00,"1100","PDT","ABC","Grab","None","DGPS",,"NR",-99,"NR","NR",-99,"NR",-99,"NR","NR","Other",1,"No Access"
"4246",8/8/2003 0:00:00,"1122","PDT","MEC","Grab","JB","DGPS",,"Clear",4,"KTS","W",0,"FT",0,"XX","Calm","None",0,
"4247",7/24/2003 0:00:00,"1425","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",5,"KTS","SW",4,"FT",12,"SW","Calm","S",1,"Reef in all locations. Past experience with lost trawl nets on same tracks. Total of 6 grabs attempted with no luck."
"4247",7/24/2003 0:00:00,"1440","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",5,"KTS","SW",4,"FT",12,"SW","Calm","S",1,"Reef in all locations. Past experience with lost trawl nets on same tracks. Total of 6 grabs attempted with no luck."
"4248",7/22/2003 0:00:00,"1230","PDT","CSD","Grab","Metro","DGPS",,"Fog",8,"KTS","W",3,"FT",12,"NW","Calm","None",0,
"4248",7/30/2003 0:00:00,"0940","PDT","CSD","Trawl","Monitor III","DGPS",,"Partly Cloudy",2,"KTS","NE",2,"FT",11,"SW","Calm","None",0,"Lotek 14 min"
"4249",7/21/2003 0:00:00,"0632","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",11,"KTS","NW",4,"FT",4,"W","Choppy","None",0,"in water 6:34; to bottom 12 min; at surface 7:02; total 27 min"
"4250",8/19/2003 0:00:00,"0743","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Overcast",7,"KTS","E",1,"FT",6,"W","Choppy","None",0,
"4250",8/22/2003 0:00:00,"1000","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Haze",8,"KTS","W",1,"FT",6,"W","Calm","None",0,
"4251",8/22/2003 0:00:00,"0936","PST","MBC","Grab","Alguita","DGPS",,"Overcast",4,"KTS","SE",0,"M",4,"SW","Calm","None",0,
"4251",8/27/2003 0:00:00,"0807","PST","MBC","Trawl","Alguita","DGPS",,"Clear",1,"KTS","W",0,"M",4,"W","Calm","H",1,"Torn net due to obstructions on ocean floor."
"4252",7/19/2003 0:00:00,"0842","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",1,"KTS","SW",2,"FT",2,"N","Calm","None",0,"in water 8:44; total 16 min"
"4253",7/22/2003 0:00:00,"1409","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",5,"KTS","SW",4,"FT",10,"SW","Calm","None",0,
"4253",7/22/2003 0:00:00,"1428","PDT","ABC","Trawl","Hey Jude","DGPS",,"Partly Cloudy",8,"KTS","SW",4,"FT",10,"SW","Confused","None",0,
"4254",8/19/2003 0:00:00,"0920","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Overcast",6,"KTS","E",1,"FT",6,"W","Calm","None",0,
"4254",8/22/2003 0:00:00,"0858","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Overcast",5,"KTS","NW",1,"FT",6,"W","Calm","None",0,
"4254",8/25/2003 0:00:00,"0921","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Haze",8,"KTS","NW",1,"FT",6,"W","Calm","None",0,
"4255",8/20/2003 0:00:00,"1225","PDT","CINMS","Grab","Shearwater","DGPS",,"Overcast",5,"KTS","NW",4,"FT",8,"NW","Calm","None",0,
"4255",8/20/2003 0:00:00,"1225","PDT","CINMS","Trawl","Shearwater","DGPS",,"Fog",5,"KTS","NW",4,"FT",8,"NW","Calm","None",0,
"4256",7/21/2003 0:00:00,"1204","PDT","CSD","Grab","Metro","DGPS",,"Partly Cloudy",10,"KTS","NW",3,"FT",11,"NW","Choppy","None",0,"Dropped grab 4 because grab 5 didn't match for sediment type."
"4256",7/23/2003 0:00:00,"1229","PDT","CSD","Trawl","Monitor III","DGPS",,"Partly Cloudy",6,"KTS","S",10,"FT",9,"NW","Calm","None",0,"Lotek time : 12 min"
"4257",9/3/2003 0:00:00,"0822","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Clear",4,"KTS","NW",0,"FT",0,"XX","Calm","None",0,
"4258",7/29/2003 0:00:00,"1048","PST","MBC","Grab","Portunus","DGPS",31.00,"Clear",3,"KTS","S",0,"M",0,"XX","Calm","None",0,"Station on land."
"4259",7/22/2003 0:00:00,"0820","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",6,"KTS","SW",3,"FT",10,"SW","Confused","None",0,
"4259",7/22/2003 0:00:00,"0846","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",5,"KTS","SW",3,"FT",10,"SW","Choppy","None",0,
"4260",7/22/2003 0:00:00,"1011","PDT","CSD","Grab","Metro","DGPS",,"Fog",6,"KTS","NW",3,"FT",12,"NW","Calm","None",0,
"4260",7/24/2003 0:00:00,"1013","PDT","CSD","Trawl","Monitor III","DGPS",,"Fog",5,"KTS","W",10,"FT",9,"W","Calm","None",0,"Station depth 124 m; Net on bottom for 12 min."
"4261",7/31/2003 0:00:00,"1254","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Partly Cloudy",8,"KTS","W",2,"FT",12,"SW","Calm","None",0,"320 m nominal"
"4261",8/21/2003 0:00:00,"1130","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Partly Cloudy",8,"KTS","NW",2,"FT",12,"SW","Calm","None",0,
"4261",8/21/2003 0:00:00,"1333","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",11,"KTS","NW",2,"FT",12,"SW","Calm","None",0,
"4262",8/21/2003 0:00:00,"0921","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Overcast",4,"KTS","W",0,"FT",0,"XX","Calm","None",0,
"4263",8/3/2003 0:00:00,"1349","PDT","ABC","Trawl","Yellowfin","DGPS",,"Clear",23,"KTS","SW",3,"FT",9,"W","Rough","None",0,
"4263",8/22/2003 0:00:00,"1626","PST","MBC","Grab","Alguita","DGPS",,"Partly Cloudy",10,"KTS","W",1,"M",4,"W","Choppy","None",0,
"4264",7/25/2003 0:00:00,"0843","PDT","MEC","Grab","MEC Avon","DGPS",31.70,"Overcast",1,"KTS","E",0,"FT",0,"XX","Calm","None",0,
"4265",7/29/2003 0:00:00,"0835","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",3,"KTS","E",1,"FT",10,"SW","Calm","None",0,
"4265",8/27/2003 0:00:00,"0800","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Overcast",0,"KTS","XX",2,"FT",10,"SW","Calm","None",0,
"4266",7/14/2003 0:00:00,"0822","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",10,"KTS","SE",0,"FT",0,"XX","Calm","None",0,"Sampling 20 m from target coordinates"
"4266",8/6/2003 0:00:00,"0744","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Overcast",7,"KTS","SE",0,"FT",0,"XX","Calm","None",0,
"4266",8/20/2003 0:00:00,"0740","PDT","CLAEMD","Trawl","Marine Surveyor","DGPS",-99.00,"Clear",0,"KTS","XX",0,"FT",0,"XX","Calm","N",1,"Obstructions/obstacles on trawl route bottom"
"4267",7/25/2003 0:00:00,"1325","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",5,"KTS","SE",4,"FT",10,"SW","Calm","None",0,
"4267",7/25/2003 0:00:00,"1342","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",5,"KTS","SW",4,"FT",10,"SW","Calm","None",0,
"4268",7/18/2003 0:00:00,"1035","PDT","CSD","Grab","Metro","DGPS",,"Fog",6,"KTS","SE",0,"FT",0,"XX","Calm","None",0,"Off Baili Hai restaurant. Few sailboats nearby"
"4269",7/23/2003 0:00:00,"1305","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",7,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4269",8/4/2003 0:00:00,"1033","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",8,"KTS","SW",3,"FT",8,"SW","Calm","None",0,
"4269",9/2/2003 0:00:00,"0815","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Fog",4,"KTS","W",2,"FT",8,"S","Calm","None",0,
"4270",8/8/2003 0:00:00,"0915","PST","MBC","Grab","Portunus","DGPS",25.00,"Clear",4,"KTS","SE",0,"M",0,"XX","Calm","None",0,
"4272",7/21/2003 0:00:00,"1246","PDT","MEC","Grab","MEC Avon","DGPS",32.98,"Overcast",2,"KTS","SW",0,"FT",0,"XX","Calm","Other",0,"Station resampled because toxicity sample was not processed within holding time"
"4272",8/21/2003 0:00:00,"0930","PDT","MEC","Grab","MEC Avon","DGPS",33.00,"Overcast",2,"KTS","S",0,"FT",0,"XX","Calm","None",0,"Station resampled because toxicity sample was not processed within holding time"
"4273",7/24/2003 0:00:00,"1315","PDT","MEC","Grab","MEC Avon","DGPS",33.53,"Clear",6,"KTS","SW",0,"FT",0,"XX","Calm","None",0,"Original coordinates outside Santa Ana River, offset approx 60 m"
"4274",7/16/2003 0:00:00,"1026","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",7,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4274",8/7/2003 0:00:00,"1231","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",12,"KTS","S",0,"FT",0,"W","Calm","None",0,
"4276",7/25/2003 0:00:00,"1157","PDT","CSD","Grab","Metro","DGPS",,"Partly Cloudy",6,"KTS","W",0,"FT",0,"XX","Calm","None",0,"Mission Bay - Sail bay Santa Clara Point"
"4277",7/21/2003 0:00:00,"1345","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Overcast",12,"KTS","W",2,"FT",10,"SW","Choppy","None",0,
"4277",8/25/2003 0:00:00,"1232","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Fog",7,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4277",9/4/2003 0:00:00,"1303","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Clear",10,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4278",7/22/2003 0:00:00,"0900","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",3,"KTS","SE",3,"FT",10,"SW","Calm","None",0,
"4278",8/11/2003 0:00:00,"1249","PDT","VRG","Trawl","Vantuna","GPS",-99.00,"Partly Cloudy",5,"KTS","NE",2,"FT",8,"W","Calm","S",1,"Net snagged on bottom and ripped in half"
"4278",8/25/2003 0:00:00,"1128","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Fog",7,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4279",8/25/2003 0:00:00,"0548","PST","MBC","Grab","Alguita","DGPS",,"Fog",5,"KTS","W",0,"M",4,"W","Choppy","None",0,
"4279",9/3/2003 0:00:00,"1125","PST","MBC","Trawl","Alguita","DGPS",,"Partly Cloudy",20,"KTS","W",1,"M",3,"W","Choppy","None",0,
"4280",8/5/2003 0:00:00,"0740","PDT","MEC","Grab","JB","DGPS",,"Overcast",1,"KTS","W",2,"FT",14,"SW","Calm","None",0,
"4280",8/8/2003 0:00:00,"1104","PDT","MEC","Trawl","Zephyr","DGPS",,"Clear",2,"KTS","W",3,"FT",11,"W","Calm","None",0,
"4282",8/20/2003 0:00:00,"1116","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Haze",2,"KTS","S",1,"FT",6,"W","Calm","None",0,
"4283",7/18/2003 0:00:00,"1600","PDT","CINMS","Grab","McArthur II","DGPS",,"Partly Cloudy",3,"KTS","S",4,"FT",6,"W","Calm","None",0,"on deck 16:40; two doors open upon retrieval; took samples from closed grab chambers"
"4284",7/18/2003 0:00:00,"0955","PDT","CSD","Grab","Metro","DGPS",,"Drizzle",5,"KTS","W",0,"FT",0,"XX","Calm","None",0,"Station located inside Cortez Marina at Harbor Island"
"4285",8/6/2003 0:00:00,"1258","PDT","ABC","Trawl","Yellowfin","DGPS",,"Clear",15,"KTS","W",3,"FT",10,"SW","Calm","None",0,
"4285",8/19/2003 0:00:00,"1423","PDT","ABC","Grab","Yellowfin","DGPS",,"Clear",10,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4286",7/24/2003 0:00:00,"0825","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",7,"KTS","SW",1,"FT",4,"SW","Calm","None",0,"This was hand-entered from hardcopy of field sheet 7/31/2003"
"4286",8/25/2003 0:00:00,"0950","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Haze",5,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4287",8/22/2003 0:00:00,"1200","PDT","CINMS","Grab","Shearwater","DGPS",,"Overcast",2,"KTS","S",1,"FT",6,"NW","Calm","M",1,"Kelp"
"4287",8/22/2003 0:00:00,"1200","PDT","CINMS","Trawl","Shearwater","DGPS",,"Overcast",2,"KTS","W",1,"FT",6,"NW","Calm","M",1,"Station in middle of kelp bed"
"4288",8/18/2003 0:00:00,"1249","PDT","MEC","Grab","MEC Avon","DGPS",24.77,"Clear",3,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4289",9/5/2003 0:00:00,"1400","PDT","ABC","Grab","None","DGPS",,"Clear",-99,"NR","NR",-99,"NR",-99,"NR","NR","Other",1,"No Access"
"4290",8/19/2003 0:00:00,"1403","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Clear",3,"KTS","S",1,"FT",6,"W","Calm","None",0,
"4290",8/26/2003 0:00:00,"1328","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Haze",11,"KTS","SW",1,"FT",6,"W","Calm","None",0,
"4291",7/25/2003 0:00:00,"1108","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",6,"KTS","SE",4,"FT",10,"SW","Choppy","None",0,
"4291",7/25/2003 0:00:00,"1120","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",4,"KTS","SE",4,"FT",10,"SW","Choppy","None",0,
"4292",7/23/2003 0:00:00,"1047","PDT","CSD","Grab","Metro","DGPS",,"Partly Cloudy",6,"KTS","SW",1,"FT",14,"W","Calm","M",1,"Kelp bed w/in 1/2 mile radius of site."
"4292",7/23/2003 0:00:00,"1054","PDT","CSD","Trawl","Metro","DGPS",,"Partly Cloudy",7,"KTS","SW",1,"FT",14,"W","Calm","M",1,"Kelp bed w/in 1/2 mi. radius around site. Depth 21 m"
"4293",8/20/2003 0:00:00,"0921","PDT","MEC","Grab","MEC Avon","DGPS",,"Clear",2,"KTS","S",0,"FT",0,"XX","Calm","S",1,"Entire channel is rocky bottom, unable to sample"
"4294",8/20/2003 0:00:00,"1312","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Clear",5,"KTS","W",0,"FT",0,"W","Calm","None",0,
"4294",8/28/2003 0:00:00,"1156","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Clear",6,"KTS","W",1,"FT",5,"W","Calm","None",0,
"4295",8/5/2003 0:00:00,"0749","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",6,"KTS","W",2,"FT",12,"SW","Calm","None",0,
"4295",8/24/2003 0:00:00,"1212","PST","MBC","Grab","Alguita","DGPS",,"Clear",8,"KTS","W",1,"M",4,"W","Calm","None",0,
"4296",8/6/2003 0:00:00,"1030","PDT","MEC","Grab","JB","DGPS",,"Partly Cloudy",3,"KTS","SW",3,"FT",14,"SW","Calm","None",0,
"4296",8/14/2003 0:00:00,"0634","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",0,"KTS","XX",3,"FT",15,"W","Calm","None",0,
"4297",7/22/2003 0:00:00,"0838","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",5,"KTS","SW",1,"FT",8,"SW","Choppy","None",0,"This was hand-entered from hardcopy of field sheet 7/31/2003"
"4297",8/28/2003 0:00:00,"1048","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Clear",6,"KTS","SE",2,"FT",10,"SW","Calm","None",0,
"4297",8/28/2003 0:00:00,"1052","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Clear",5,"KTS","SE",2,"FT",10,"SW","Calm","G",1,"Floats crushed. Abandon station."
"4298",7/20/2003 0:00:00,"2152","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",10,"KTS","W",3,"FT",3,"W","Calm","None",0,"in water 21:53; at bottom 14 min; at surface 22:24; total 31 min"
"4299",7/22/2003 0:00:00,"0817","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",5,"KTS","S",3,"FT",3,"W","Choppy","None",0,"in water - 8:19;  at bottom - 2 minutes;  at surface 8:22;  total 3 minutes; slight shell hash; no infauna - insufficient depth"
"4299",8/13/2003 0:00:00,"1500","PDT","CINMS","Trawl","Shearwater","DGPS",,"Partly Cloudy",12,"KTS","W",4,"FT",8,"NW","Choppy","S",1,"Rocky Bottom"
"4300",7/22/2003 0:00:00,"0741","PDT","CSD","Grab","Metro","DGPS",,"Fog",5,"KTS","NW",3,"FT",12,"NW","Calm","None",0,"Near shipping channel"
"4300",7/24/2003 0:00:00,"0724","PDT","CSD","Trawl","Monitor III","DGPS",,"Fog",2,"KTS","NE",10,"FT",9,"SW","Calm","None",0,"Good trawl. Net on bottom for 12 min."
"4301",7/22/2003 0:00:00,"0930","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",2,"KTS","W",3,"FT",10,"SW","Calm","None",0,
"4301",8/25/2003 0:00:00,"1147","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Fog",8,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4301",9/4/2003 0:00:00,"1122","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Clear",10,"KTS","SW",2,"FT",10,"SW","Calm","Other",1,"High relief and crab traps"
"4302",7/29/2003 0:00:00,"1411","PST","MBC","Grab","None","DGPS",2.00,"Clear",0,"KTS","XX",0,"M",0,"XX","Calm","Other",1,"Salinity < 19 PSU.  Equipment type used - YSI"
"4304",7/21/2003 0:00:00,"1152","PDT","MEC","Grab","MEC Avon","DGPS",32.91,"Overcast",7,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4305",8/18/2003 0:00:00,"1030","PDT","MEC","Grab","MEC Avon","DGPS",31.80,"Clear",7,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4306",7/15/2003 0:00:00,"0952","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",6,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4306",8/6/2003 0:00:00,"1203","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",5,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4307",8/7/2003 0:00:00,"1020","PDT","CINMS","Grab","Shearwater","DGPS",,"Clear",3,"KTS","E",3,"FT",3,"S","Choppy","N",1,"Too close to shore to sample"
"4307",8/7/2003 0:00:00,"1020","PDT","CINMS","Trawl","Shearwater","DGPS",,"Clear",3,"KTS","E",3,"FT",3,"S","Choppy","N ",1,"Too close to shore to sample"
"4308",7/17/2003 0:00:00,"0940","PDT","CSD","Grab","Metro","DGPS",,"Partly Cloudy",9,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4309",7/23/2003 0:00:00,"0717","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Overcast",3,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4309",8/4/2003 0:00:00,"0638","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",2,"KTS","N",2,"FT",10,"SW","Calm","None",0,
"4309",8/14/2003 0:00:00,"0718","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Partly Cloudy",0,"KTS","XX",2,"FT",8,"SW","Calm","None",0,
"4310",7/29/2003 0:00:00,"0830","PST","MBC","Grab","Portunus","DGPS",,"Clear",0,"KTS","XX",0,"M",0,"XX","Calm","C",1,"Hard clay prevented the jaw from penetrating and/or closing."
"4312",7/25/2003 0:00:00,"0820","PDT","CSD","Grab","Metro","DGPS",,"Overcast",7,"KTS","S",1,"FT",15,"W","Calm","None",0,
"4312",7/28/2003 0:00:00,"0945","PDT","CSD","Trawl","Monitor III","DGPS",,"Overcast",12,"KTS","S",3,"FT",9,"NW","Calm","None",0,"Lotek time: 17 min; too long"
"4312",7/28/2003 0:00:00,"1054","PDT","CSD","Trawl","Monitor III","DGPS",,"Partly Cloudy",11,"KTS","S",3,"FT",9,"NW","Calm","None",0,"Lotek time: 14 min"
"4314",8/20/2003 0:00:00,"1019","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Haze",0,"KTS","XX",1,"FT",6,"W","Calm","None",0,"Target location was rocky.  Moved within 100 m to find soft bottom."
"4315",7/30/2003 0:00:00,"1126","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",4,"KTS","W",3,"FT",10,"W","Calm","None",0,
"4315",7/30/2003 0:00:00,"1132","PDT","ABC","Trawl","Hey Jude","DGPS",,"Partly Cloudy",4,"KTS","SW",2,"FT",10,"W","Calm","None",0,
"4316",7/20/2003 0:00:00,"0142","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",5,"KTS","NW",2,"FT",4,"W","Calm","None",0,"in water 1:43; at bottom 19 min; at surface 2:26; total 43 min"
"4317",7/23/2003 0:00:00,"0959","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",5,"KTS","S",4,"FT",10,"SW","Calm","None",0,
"4317",7/23/2003 0:00:00,"1047","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",5,"KTS","S",4,"FT",10,"SW","Calm","None",0,
"4318",9/3/2003 0:00:00,"1410","PDT","SV","Grab","Early Bird","DGPS",,"Clear",18,"KTS","W",0,"FT",0,"W","Calm","None",0,
"4319",8/20/2003 0:00:00,"0820","PDT","CINMS","Grab","Shearwater","DGPS",,"Fog",5,"KTS","NW",4,"FT",8,"NW","Calm","S",1,"Rocky Bottom"
"4319",8/20/2003 0:00:00,"0820","PDT","CINMS","Trawl","Shearwater","DGPS",,"Fog",5,"KTS","NW",4,"FT",8,"NW","Calm","S",1,"Rocky Bottom"
"4320",8/4/2003 0:00:00,"0950","PDT","MEC","Grab","JB","DGPS",,"Clear",2,"KTS","NW",2,"FT",12,"SW","Calm","None",0,
"4320",8/8/2003 0:00:00,"1215","PDT","MEC","Trawl","Zephyr","DGPS",,"Clear",4,"KTS","W",3,"FT",8,"SW","Calm","None",0,
"4321",9/2/2003 0:00:00,"1212","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",8,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4322",8/4/2003 0:00:00,"1542","PST","MBC","Grab","Portunus","DGPS",30.00,"Clear",9,"KTS","SW",0,"M",0,"XX","Calm","None",0,"Station on land."
"4323",8/6/2003 0:00:00,"0705","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",10,"KTS","NW",4,"FT",10,"W","Choppy","None",0,
"4323",8/25/2003 0:00:00,"1129","PST","MBC","Grab","Alguita","DGPS",,"Fog",10,"KTS","W",1,"M",3,"W","Choppy","None",0,
"4326",8/20/2003 0:00:00,"1330","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Haze",4,"KTS","SW",1,"FT",6,"W","Calm","None",0,
"4326",8/28/2003 0:00:00,"1049","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Clear",6,"KTS","W",1,"FT",6,"W","Calm","None",0,
"4327",8/4/2003 0:00:00,"0900","PDT","ABC","Trawl","Yellowfin","DGPS",,"Clear",18,"KTS","NW",4,"FT",10,"W","Choppy","None",0,
"4327",8/22/2003 0:00:00,"1429","PST","MBC","Grab","Alguita","DGPS",,"Partly Cloudy",7,"KTS","W",1,"M",4,"W","Choppy","None",0,
"4328",8/6/2003 0:00:00,"1118","PDT","MEC","Grab","JB","DGPS",,"Clear",3,"KTS","SW",3,"FT",14,"SW","Calm","None",0,
"4328",8/7/2003 0:00:00,"1739","PDT","MEC","Trawl","Zephyr","DGPS",,"Clear",7,"KTS","W",3,"FT",8,"W","Choppy","None",0,
"4329",7/23/2003 0:00:00,"1140","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Clear",2,"KTS","SW",1,"FT",10,"SW","Calm","None",0,"This was hand-entered from hardcopy of field sheet 7/31/2003"
"4329",8/27/2003 0:00:00,"1209","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Clear",4,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4330",8/18/2003 0:00:00,"1002","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Clear",2,"KTS","SE",1,"FT",7,"W","Calm","None",0,
"4331",7/23/2003 0:00:00,"1440","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",8,"KTS","W",4,"FT",10,"SW","Choppy","None",0,
"4331",7/23/2003 0:00:00,"1456","PDT","ABC","Trawl","Hey Jude","DGPS",,"Partly Cloudy",8,"KTS","W",4,"FT",10,"SW","Choppy","None",0,
"4332",7/25/2003 0:00:00,"0940","PDT","CSD","Grab","Metro","DGPS",,"Overcast",1,"KTS","W",1,"FT",15,"W","Calm","None",0,
"4332",7/29/2003 0:00:00,"1255","PDT","CSD","Trawl","Monitor III","DGPS",,"Clear",8,"KTS","N",3,"FT",11,"W","Calm","N",1,"Station is right in the midst of wreck alley near an old navy tower. Lg. tower-like obstruction seen in mulit. Approaches to the station."
"4334",8/8/2003 0:00:00,"1420","PST","MBC","Grab","Portunus","DGPS",,"Clear",3,"KTS","NW",0,"M",0,"XX","Calm","S",1,"Poor or no penetration occurred at all sites."
"4336",8/13/2003 0:00:00,"0821","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",3,"KTS","W",2,"FT",14,"SW","Choppy","None",0,
